"Popolazione residente per età e sesso al 1° gennaio 2025 (dati provvisori)"
"Codice comune";"Comune";"Età";"Totale maschi";"Totale femmine";"Totale"
"012023";"Brunello";10;5;3;8
"012023";"Brunello";11;4;2;6
"012023";"Brunello";12;5;2;7
"012023";"Brunello";13;3;4;7
"012023";"Brunello";14;1;6;7
"012023";"Brunello";15;1;1;2
"012023";"Brunello";16;1;8;9
"012023";"Brunello";17;3;3;6
"012023";"Brunello";18;4;4;8
"012023";"Brunello";19;4;8;12
"012023";"Brunello";20;8;3;11
"012023";"Brunello";21;7;3;10
"012023";"Brunello";22;8;8;16
"012023";"Brunello";23;8;8;16
"012023";"Brunello";24;6;7;13
"012023";"Brunello";25;3;5;8
"012023";"Brunello";26;10;2;12
"012023";"Brunello";27;6;7;13
"012023";"Brunello";28;3;4;7
"012023";"Brunello";29;4;9;13
"012023";"Brunello";30;6;8;14
"012023";"Brunello";31;3;9;12
"012023";"Brunello";32;7;2;9
"012023";"Brunello";33;3;4;7
"012023";"Brunello";34;5;7;12
"012023";"Brunello";35;4;5;9
"012023";"Brunello";36;3;3;6
"012023";"Brunello";37;6;6;12
"012023";"Brunello";38;3;1;4
"012023";"Brunello";39;1;3;4
"012023";"Brunello";40;7;2;9
"012023";"Brunello";41;4;7;11
"012023";"Brunello";42;3;7;10
"012023";"Brunello";43;3;2;5
"012023";"Brunello";44;4;4;8
"012023";"Brunello";45;9;4;13
"012023";"Brunello";46;9;8;17
"012023";"Brunello";47;6;8;14
"012023";"Brunello";48;7;5;12
"012023";"Brunello";49;5;4;9
"012023";"Brunello";50;4;9;13
"012023";"Brunello";51;7;9;16
"012023";"Brunello";52;9;12;21
"012023";"Brunello";53;8;7;15
"012023";"Brunello";54;10;4;14
"012023";"Brunello";55;8;9;17
"012023";"Brunello";56;12;8;20
"012023";"Brunello";57;12;6;18
"012023";"Brunello";58;9;15;24
"012023";"Brunello";59;8;7;15
"012023";"Brunello";60;14;10;24
"012023";"Brunello";61;7;13;20
"012023";"Brunello";62;4;9;13
"012023";"Brunello";63;5;7;12
"012023";"Brunello";64;7;4;11
"012023";"Brunello";65;4;5;9
"012023";"Brunello";66;6;3;9
"012023";"Brunello";67;7;3;10
"012023";"Brunello";68;4;2;6
"012023";"Brunello";69;4;5;9
"012023";"Brunello";70;4;5;9
"012023";"Brunello";71;2;6;8
"012023";"Brunello";72;6;3;9
"012023";"Brunello";73;4;4;8
"012023";"Brunello";74;6;8;14
"012023";"Brunello";75;6;4;10
"012023";"Brunello";76;5;4;9
"012023";"Brunello";77;2;9;11
"012023";"Brunello";78;5;5;10
"012023";"Brunello";79;3;6;9
"012023";"Brunello";80;1;6;7
"012023";"Brunello";81;6;9;15
"012023";"Brunello";82;5;6;11
"012023";"Brunello";83;6;3;9
"012023";"Brunello";84;3;6;9
"012023";"Brunello";85;4;3;7
"012023";"Brunello";86;2;1;3
"012023";"Brunello";87;4;3;7
"012023";"Brunello";88;1;4;5
"012023";"Brunello";89;1;3;4
"012023";"Brunello";90;0;3;3
"012023";"Brunello";91;0;0;0
"012023";"Brunello";92;0;2;2
"012023";"Brunello";93;1;2;3
"012023";"Brunello";94;2;0;2
"012023";"Brunello";95;0;0;0
"012023";"Brunello";96;0;0;0
"012023";"Brunello";97;0;0;0
"012023";"Brunello";98;0;0;0
"012023";"Brunello";99;0;0;0
"012023";"Brunello";100;0;0;0
"012023";"Brunello";999;446;478;924
"012024";"Brusimpiano";0;5;2;7
"012024";"Brusimpiano";1;7;6;13
"012024";"Brusimpiano";2;3;4;7
"012024";"Brusimpiano";3;5;5;10
"012024";"Brusimpiano";4;6;3;9
"012024";"Brusimpiano";5;4;3;7
"012024";"Brusimpiano";6;3;8;11
"012024";"Brusimpiano";7;7;10;17
"012024";"Brusimpiano";8;0;4;4
"012024";"Brusimpiano";9;13;7;20
"012024";"Brusimpiano";10;7;4;11
"012024";"Brusimpiano";11;5;6;11
"012024";"Brusimpiano";12;9;2;11
"012024";"Brusimpiano";13;4;5;9
"012024";"Brusimpiano";14;7;3;10
"012024";"Brusimpiano";15;5;7;12
"012024";"Brusimpiano";16;8;5;13
"012024";"Brusimpiano";17;6;7;13
"012024";"Brusimpiano";18;5;4;9
"012024";"Brusimpiano";19;3;8;11
"012024";"Brusimpiano";20;5;10;15
"012024";"Brusimpiano";21;9;4;13
"012024";"Brusimpiano";22;7;7;14
"012024";"Brusimpiano";23;1;8;9
"012024";"Brusimpiano";24;5;8;13
"012024";"Brusimpiano";25;7;6;13
"012024";"Brusimpiano";26;8;7;15
"012024";"Brusimpiano";27;8;2;10
"012024";"Brusimpiano";28;11;3;14
"012024";"Brusimpiano";29;6;6;12
"012024";"Brusimpiano";30;4;12;16
"012024";"Brusimpiano";31;3;9;12
"012024";"Brusimpiano";32;4;6;10
"012024";"Brusimpiano";33;11;6;17
"012024";"Brusimpiano";34;9;7;16
"012024";"Brusimpiano";35;10;8;18
"012024";"Brusimpiano";36;13;5;18
"012024";"Brusimpiano";37;8;11;19
"012024";"Brusimpiano";38;8;17;25
"012024";"Brusimpiano";39;11;8;19
"012024";"Brusimpiano";40;5;8;13
"012024";"Brusimpiano";41;7;7;14
"012024";"Brusimpiano";42;8;4;12
"012024";"Brusimpiano";43;7;7;14
"012024";"Brusimpiano";44;6;5;11
"012024";"Brusimpiano";45;6;7;13
"012024";"Brusimpiano";46;4;5;9
"012024";"Brusimpiano";47;11;13;24
"012024";"Brusimpiano";48;10;6;16
"012024";"Brusimpiano";49;9;8;17
"012024";"Brusimpiano";50;6;5;11
"012024";"Brusimpiano";51;11;11;22
"012024";"Brusimpiano";52;7;9;16
"012024";"Brusimpiano";53;13;10;23
"012024";"Brusimpiano";54;11;11;22
"012024";"Brusimpiano";55;7;6;13
"012024";"Brusimpiano";56;11;11;22
"012024";"Brusimpiano";57;5;11;16
"012024";"Brusimpiano";58;12;7;19
"012024";"Brusimpiano";59;14;8;22
"012024";"Brusimpiano";60;12;10;22
"012024";"Brusimpiano";61;8;9;17
"012024";"Brusimpiano";62;9;4;13
"012024";"Brusimpiano";63;9;14;23
"012024";"Brusimpiano";64;5;4;9
"012024";"Brusimpiano";65;2;11;13
"012024";"Brusimpiano";66;11;6;17
"012024";"Brusimpiano";67;7;5;12
"012024";"Brusimpiano";68;5;4;9
"012024";"Brusimpiano";69;4;3;7
"012024";"Brusimpiano";70;12;7;19
"012024";"Brusimpiano";71;4;6;10
"012024";"Brusimpiano";72;4;6;10
"012024";"Brusimpiano";73;5;9;14
"012024";"Brusimpiano";74;9;6;15
"012024";"Brusimpiano";75;9;6;15
"012024";"Brusimpiano";76;5;4;9
"012024";"Brusimpiano";77;4;6;10
"012024";"Brusimpiano";78;7;5;12
"012024";"Brusimpiano";79;8;6;14
"012024";"Brusimpiano";80;3;7;10
"012024";"Brusimpiano";81;2;4;6
"012024";"Brusimpiano";82;2;3;5
"012024";"Brusimpiano";83;2;1;3
"012024";"Brusimpiano";84;2;4;6
"012024";"Brusimpiano";85;2;4;6
"012024";"Brusimpiano";86;4;4;8
"012024";"Brusimpiano";87;1;2;3
"012024";"Brusimpiano";88;3;7;10
"012024";"Brusimpiano";89;0;3;3
"012024";"Brusimpiano";90;1;2;3
"012024";"Brusimpiano";91;0;0;0
"012024";"Brusimpiano";92;1;2;3
"012024";"Brusimpiano";93;0;0;0
"012024";"Brusimpiano";94;0;0;0
"012024";"Brusimpiano";95;1;1;2
"012024";"Brusimpiano";96;1;0;1
"012024";"Brusimpiano";97;0;0;0
"012024";"Brusimpiano";98;0;0;0
"012024";"Brusimpiano";99;0;0;0
"012024";"Brusimpiano";100;0;0;0
"012024";"Brusimpiano";999;594;587;1181
"012025";"Buguggiate";0;8;7;15
"012025";"Buguggiate";1;12;11;23
"012025";"Buguggiate";2;5;10;15
"012025";"Buguggiate";3;14;9;23
"012025";"Buguggiate";4;8;10;18
"012025";"Buguggiate";5;9;11;20
"012025";"Buguggiate";6;12;8;20
"012025";"Buguggiate";7;13;14;27
"012025";"Buguggiate";8;7;8;15
"012025";"Buguggiate";9;16;8;24
"012025";"Buguggiate";10;10;21;31
"012025";"Buguggiate";11;12;14;26
"012025";"Buguggiate";12;19;18;37
"012025";"Buguggiate";13;10;15;25
"012025";"Buguggiate";14;15;12;27
"012025";"Buguggiate";15;20;10;30
"012025";"Buguggiate";16;17;15;32
"012025";"Buguggiate";17;19;11;30
"012025";"Buguggiate";18;24;13;37
"012025";"Buguggiate";19;22;18;40
"012025";"Buguggiate";20;14;17;31
"012025";"Buguggiate";21;14;19;33
"012025";"Buguggiate";22;19;11;30
"012025";"Buguggiate";23;16;9;25
"012025";"Buguggiate";24;19;12;31
"012025";"Buguggiate";25;15;13;28
"012025";"Buguggiate";26;15;8;23
"012025";"Buguggiate";27;12;10;22
"012025";"Buguggiate";28;15;16;31
"012025";"Buguggiate";29;15;13;28
"012025";"Buguggiate";30;15;14;29
"012025";"Buguggiate";31;10;8;18
"012025";"Buguggiate";32;9;11;20
"012025";"Buguggiate";33;7;12;19
"012025";"Buguggiate";34;14;17;31
"012025";"Buguggiate";35;21;18;39
"012025";"Buguggiate";36;14;15;29
"012025";"Buguggiate";37;14;10;24
"012025";"Buguggiate";38;18;16;34
"012025";"Buguggiate";39;13;11;24
"012025";"Buguggiate";40;15;15;30
"012025";"Buguggiate";41;16;13;29
"012025";"Buguggiate";42;18;16;34
"012025";"Buguggiate";43;19;23;42
"012025";"Buguggiate";44;14;17;31
"012025";"Buguggiate";45;13;19;32
"012025";"Buguggiate";46;19;15;34
"012025";"Buguggiate";47;17;25;42
"012025";"Buguggiate";48;25;26;51
"012025";"Buguggiate";49;21;27;48
"012025";"Buguggiate";50;30;19;49
"012025";"Buguggiate";51;25;25;50
"012025";"Buguggiate";52;29;21;50
"012025";"Buguggiate";53;27;27;54
"012025";"Buguggiate";54;31;29;60
"012025";"Buguggiate";55;27;17;44
"012025";"Buguggiate";56;25;28;53
"012025";"Buguggiate";57;25;36;61
"012025";"Buguggiate";58;25;20;45
"012025";"Buguggiate";59;27;33;60
"012025";"Buguggiate";60;25;34;59
"012025";"Buguggiate";61;29;18;47
"012025";"Buguggiate";62;21;25;46
"012025";"Buguggiate";63;27;23;50
"012025";"Buguggiate";64;19;23;42
"012025";"Buguggiate";65;21;26;47
"012025";"Buguggiate";66;23;18;41
"012025";"Buguggiate";67;18;25;43
"012025";"Buguggiate";68;15;18;33
"012025";"Buguggiate";69;24;20;44
"012025";"Buguggiate";70;12;27;39
"012025";"Buguggiate";71;14;20;34
"012025";"Buguggiate";72;20;14;34
"012025";"Buguggiate";73;19;26;45
"012025";"Buguggiate";74;19;21;40
"012025";"Buguggiate";75;19;21;40
"012025";"Buguggiate";76;18;18;36
"012025";"Buguggiate";77;13;22;35
"012025";"Buguggiate";78;17;23;40
"012025";"Buguggiate";79;14;10;24
"012025";"Buguggiate";80;15;14;29
"012025";"Buguggiate";81;11;17;28
"012025";"Buguggiate";82;11;12;23
"012025";"Buguggiate";83;11;17;28
"012025";"Buguggiate";84;14;19;33
"012025";"Buguggiate";85;9;18;27
"012025";"Buguggiate";86;11;15;26
"012025";"Buguggiate";87;5;8;13
"012025";"Buguggiate";88;11;8;19
"012025";"Buguggiate";89;5;6;11
"012025";"Buguggiate";90;4;13;17
"012025";"Buguggiate";91;3;9;12
"012025";"Buguggiate";92;2;11;13
"012025";"Buguggiate";93;1;5;6
"012025";"Buguggiate";94;3;8;11
"012025";"Buguggiate";95;2;4;6
"012025";"Buguggiate";96;0;0;0
"012025";"Buguggiate";97;0;2;2
"012025";"Buguggiate";98;1;2;3
"012025";"Buguggiate";99;0;0;0
"012025";"Buguggiate";100;0;0;0
"012025";"Buguggiate";999;1515;1574;3089
"012026";"Busto Arsizio";0;293;256;549
"012026";"Busto Arsizio";1;283;276;559
"012026";"Busto Arsizio";2;280;277;557
"012026";"Busto Arsizio";3;330;311;641
"012026";"Busto Arsizio";4;303;276;579
"012026";"Busto Arsizio";5;304;320;624
"012026";"Busto Arsizio";6;343;325;668
"012026";"Busto Arsizio";7;349;315;664
"012026";"Busto Arsizio";8;359;311;670
"012026";"Busto Arsizio";9;363;362;725
"012026";"Busto Arsizio";10;370;373;743
"012026";"Busto Arsizio";11;401;367;768
"012026";"Busto Arsizio";12;369;371;740
"012026";"Busto Arsizio";13;442;380;822
"012026";"Busto Arsizio";14;376;402;778
"012026";"Busto Arsizio";15;413;438;851
"012026";"Busto Arsizio";16;435;367;802
"012026";"Busto Arsizio";17;418;362;780
"012026";"Busto Arsizio";18;430;381;811
"012026";"Busto Arsizio";19;423;381;804
"012026";"Busto Arsizio";20;416;419;835
"012026";"Busto Arsizio";21;427;411;838
"012026";"Busto Arsizio";22;419;410;829
"012026";"Busto Arsizio";23;376;393;769
"012026";"Busto Arsizio";24;451;430;881
"012026";"Busto Arsizio";25;456;413;869
"012026";"Busto Arsizio";26;464;421;885
"012026";"Busto Arsizio";27;461;401;862
"012026";"Busto Arsizio";28;436;391;827
"012026";"Busto Arsizio";29;417;464;881
"012026";"Busto Arsizio";30;428;456;884
"012026";"Busto Arsizio";31;452;432;884
"012026";"Busto Arsizio";32;469;467;936
"012026";"Busto Arsizio";33;459;439;898
"012026";"Busto Arsizio";34;516;474;990
"012026";"Busto Arsizio";35;456;472;928
"012026";"Busto Arsizio";36;486;460;946
"012026";"Busto Arsizio";37;512;468;980
"012026";"Busto Arsizio";38;487;504;991
"012026";"Busto Arsizio";39;502;479;981
"012026";"Busto Arsizio";40;519;488;1007
"012026";"Busto Arsizio";41;479;494;973
"012026";"Busto Arsizio";42;495;487;982
"012026";"Busto Arsizio";43;486;525;1011
"012026";"Busto Arsizio";44;508;512;1020
"012026";"Busto Arsizio";45;528;553;1081
"012026";"Busto Arsizio";46;617;580;1197
"012026";"Busto Arsizio";47;590;602;1192
"012026";"Busto Arsizio";48;667;634;1301
"012026";"Busto Arsizio";49;634;656;1290
"012026";"Busto Arsizio";50;628;663;1291
"012026";"Busto Arsizio";51;675;631;1306
"012026";"Busto Arsizio";52;629;714;1343
"012026";"Busto Arsizio";53;706;648;1354
"012026";"Busto Arsizio";54;656;631;1287
"012026";"Busto Arsizio";55;657;757;1414
"012026";"Busto Arsizio";56;689;716;1405
"012026";"Busto Arsizio";57;731;679;1410
"012026";"Busto Arsizio";58;649;714;1363
"012026";"Busto Arsizio";59;670;744;1414
"012026";"Busto Arsizio";60;697;694;1391
"012026";"Busto Arsizio";61;644;696;1340
"012026";"Busto Arsizio";62;621;620;1241
"012026";"Busto Arsizio";63;548;611;1159
"012026";"Busto Arsizio";64;523;597;1120
"012026";"Busto Arsizio";65;502;610;1112
"012026";"Busto Arsizio";66;475;527;1002
"012026";"Busto Arsizio";67;465;526;991
"012026";"Busto Arsizio";68;459;540;999
"012026";"Busto Arsizio";69;478;524;1002
"012026";"Busto Arsizio";70;408;521;929
"012026";"Busto Arsizio";71;406;484;890
"012026";"Busto Arsizio";72;423;496;919
"012026";"Busto Arsizio";73;435;478;913
"012026";"Busto Arsizio";74;429;467;896
"012026";"Busto Arsizio";75;398;554;952
"012026";"Busto Arsizio";76;412;502;914
"012026";"Busto Arsizio";77;392;474;866
"012026";"Busto Arsizio";78;382;520;902
"012026";"Busto Arsizio";79;295;418;713
"012026";"Busto Arsizio";80;297;382;679
"012026";"Busto Arsizio";81;247;362;609
"012026";"Busto Arsizio";82;267;359;626
"012026";"Busto Arsizio";83;276;363;639
"012026";"Busto Arsizio";84;239;414;653
"012026";"Busto Arsizio";85;241;414;655
"012026";"Busto Arsizio";86;254;328;582
"012026";"Busto Arsizio";87;168;319;487
"012026";"Busto Arsizio";88;137;275;412
"012026";"Busto Arsizio";89;132;228;360
"012026";"Busto Arsizio";90;107;207;314
"012026";"Busto Arsizio";91;79;161;240
"012026";"Busto Arsizio";92;58;157;215
"012026";"Busto Arsizio";93;44;126;170
"012026";"Busto Arsizio";94;33;86;119
"012026";"Busto Arsizio";95;24;72;96
"012026";"Busto Arsizio";96;19;53;72
"012026";"Busto Arsizio";97;14;38;52
"012026";"Busto Arsizio";98;4;31;35
"012026";"Busto Arsizio";99;8;19;27
"012026";"Busto Arsizio";100;2;30;32
"012026";"Busto Arsizio";999;40629;43366;83995
"012027";"Cadegliano-Viconago";0;3;4;7
"012027";"Cadegliano-Viconago";1;6;9;15
"012027";"Cadegliano-Viconago";2;5;9;14
"012027";"Cadegliano-Viconago";3;8;12;20
"012027";"Cadegliano-Viconago";4;7;10;17
"012027";"Cadegliano-Viconago";5;9;10;19
"012027";"Cadegliano-Viconago";6;8;9;17
"012027";"Cadegliano-Viconago";7;7;12;19
"012027";"Cadegliano-Viconago";8;12;12;24
"012027";"Cadegliano-Viconago";9;17;12;29
"012027";"Cadegliano-Viconago";10;9;14;23
"012027";"Cadegliano-Viconago";11;9;13;22
"012027";"Cadegliano-Viconago";12;12;11;23
"012027";"Cadegliano-Viconago";13;21;17;38
"012027";"Cadegliano-Viconago";14;16;14;30
"012027";"Cadegliano-Viconago";15;6;11;17
"012027";"Cadegliano-Viconago";16;5;7;12
"012027";"Cadegliano-Viconago";17;9;11;20
"012027";"Cadegliano-Viconago";18;10;13;23
"012027";"Cadegliano-Viconago";19;8;10;18
"012027";"Cadegliano-Viconago";20;9;12;21
"012027";"Cadegliano-Viconago";21;11;9;20
"012027";"Cadegliano-Viconago";22;14;11;25
"012027";"Cadegliano-Viconago";23;12;14;26
"012027";"Cadegliano-Viconago";24;12;9;21
"012027";"Cadegliano-Viconago";25;12;7;19
"012027";"Cadegliano-Viconago";26;10;11;21
"012027";"Cadegliano-Viconago";27;20;16;36
"012027";"Cadegliano-Viconago";28;12;8;20
"012027";"Cadegliano-Viconago";29;14;10;24
"012027";"Cadegliano-Viconago";30;6;10;16
"012027";"Cadegliano-Viconago";31;8;17;25
"012027";"Cadegliano-Viconago";32;18;14;32
"012027";"Cadegliano-Viconago";33;15;12;27
"012027";"Cadegliano-Viconago";34;23;6;29
"012027";"Cadegliano-Viconago";35;14;22;36
"012027";"Cadegliano-Viconago";36;12;5;17
"012027";"Cadegliano-Viconago";37;11;7;18
"012027";"Cadegliano-Viconago";38;16;16;32
"012027";"Cadegliano-Viconago";39;16;14;30
"012027";"Cadegliano-Viconago";40;10;22;32
"012027";"Cadegliano-Viconago";41;11;17;28
"012027";"Cadegliano-Viconago";42;13;20;33
"012027";"Cadegliano-Viconago";43;17;15;32
"012027";"Cadegliano-Viconago";44;17;16;33
"012027";"Cadegliano-Viconago";45;20;11;31
"012027";"Cadegliano-Viconago";46;19;14;33
"012027";"Cadegliano-Viconago";47;11;15;26
"012027";"Cadegliano-Viconago";48;14;14;28
"012027";"Cadegliano-Viconago";49;14;16;30
"012027";"Cadegliano-Viconago";50;14;21;35
"012027";"Cadegliano-Viconago";51;17;18;35
"012027";"Cadegliano-Viconago";52;17;27;44
"012027";"Cadegliano-Viconago";53;9;17;26
"012027";"Cadegliano-Viconago";54;12;13;25
"012027";"Cadegliano-Viconago";55;13;15;28
"012027";"Cadegliano-Viconago";56;20;15;35
"012027";"Cadegliano-Viconago";57;14;15;29
"012027";"Cadegliano-Viconago";58;13;13;26
"012027";"Cadegliano-Viconago";59;18;18;36
"012027";"Cadegliano-Viconago";60;14;12;26
"012027";"Cadegliano-Viconago";61;15;17;32
"012027";"Cadegliano-Viconago";62;16;14;30
"012027";"Cadegliano-Viconago";63;8;18;26
"012027";"Cadegliano-Viconago";64;16;10;26
"012027";"Cadegliano-Viconago";65;11;13;24
"012027";"Cadegliano-Viconago";66;12;10;22
"012027";"Cadegliano-Viconago";67;7;10;17
"012027";"Cadegliano-Viconago";68;18;7;25
"012027";"Cadegliano-Viconago";69;9;11;20
"012027";"Cadegliano-Viconago";70;16;10;26
"012027";"Cadegliano-Viconago";71;12;9;21
"012027";"Cadegliano-Viconago";72;9;15;24
"012027";"Cadegliano-Viconago";73;8;7;15
"012027";"Cadegliano-Viconago";74;15;13;28
"012027";"Cadegliano-Viconago";75;10;11;21
"012027";"Cadegliano-Viconago";76;10;15;25
"012027";"Cadegliano-Viconago";77;9;8;17
"012027";"Cadegliano-Viconago";78;15;16;31
"012027";"Cadegliano-Viconago";79;8;7;15
"012027";"Cadegliano-Viconago";80;6;8;14
"012027";"Cadegliano-Viconago";81;3;10;13
"012027";"Cadegliano-Viconago";82;3;6;9
"012027";"Cadegliano-Viconago";83;7;8;15
"012027";"Cadegliano-Viconago";84;6;6;12
"012027";"Cadegliano-Viconago";85;4;8;12
"012027";"Cadegliano-Viconago";86;5;2;7
"012027";"Cadegliano-Viconago";87;5;5;10
"012027";"Cadegliano-Viconago";88;2;4;6
"012027";"Cadegliano-Viconago";89;0;8;8
"012027";"Cadegliano-Viconago";90;2;5;7
"012027";"Cadegliano-Viconago";91;1;6;7
"012027";"Cadegliano-Viconago";92;0;4;4
"012027";"Cadegliano-Viconago";93;0;3;3
"012027";"Cadegliano-Viconago";94;0;3;3
"012027";"Cadegliano-Viconago";95;0;3;3
"012027";"Cadegliano-Viconago";96;1;1;2
"012027";"Cadegliano-Viconago";97;1;3;4
"012027";"Cadegliano-Viconago";98;0;1;1
"012027";"Cadegliano-Viconago";99;0;0;0
"012027";"Cadegliano-Viconago";100;0;2;2
"012027";"Cadegliano-Viconago";999;1029;1111;2140
"012143";"Cadrezzate con Osmate";0;17;6;23
"012143";"Cadrezzate con Osmate";1;8;8;16
"012143";"Cadrezzate con Osmate";2;10;6;16
"012143";"Cadrezzate con Osmate";3;11;3;14
"012143";"Cadrezzate con Osmate";4;15;10;25
"012143";"Cadrezzate con Osmate";5;7;9;16
"012143";"Cadrezzate con Osmate";6;13;17;30
"012143";"Cadrezzate con Osmate";7;12;17;29
"012143";"Cadrezzate con Osmate";8;13;13;26
"012143";"Cadrezzate con Osmate";9;16;16;32
"012143";"Cadrezzate con Osmate";10;9;11;20
"012143";"Cadrezzate con Osmate";11;11;14;25
"012143";"Cadrezzate con Osmate";12;18;14;32
"012143";"Cadrezzate con Osmate";13;20;19;39
"012143";"Cadrezzate con Osmate";14;12;16;28
"012143";"Cadrezzate con Osmate";15;12;11;23
"012143";"Cadrezzate con Osmate";16;13;16;29
"012143";"Cadrezzate con Osmate";17;12;11;23
"012143";"Cadrezzate con Osmate";18;12;12;24
"012143";"Cadrezzate con Osmate";19;16;15;31
"012143";"Cadrezzate con Osmate";20;16;13;29
"012143";"Cadrezzate con Osmate";21;9;13;22
"012143";"Cadrezzate con Osmate";22;9;17;26
"012143";"Cadrezzate con Osmate";23;10;10;20
"012143";"Cadrezzate con Osmate";24;16;14;30
"012143";"Cadrezzate con Osmate";25;7;9;16
"012143";"Cadrezzate con Osmate";26;16;11;27
"012143";"Cadrezzate con Osmate";27;13;11;24
"012143";"Cadrezzate con Osmate";28;7;11;18
"012143";"Cadrezzate con Osmate";29;16;11;27
"012143";"Cadrezzate con Osmate";30;10;10;20
"012143";"Cadrezzate con Osmate";31;12;13;25
"012143";"Cadrezzate con Osmate";32;15;9;24
"012143";"Cadrezzate con Osmate";33;11;17;28
"012143";"Cadrezzate con Osmate";34;17;26;43
"012143";"Cadrezzate con Osmate";35;17;11;28
"012143";"Cadrezzate con Osmate";36;13;17;30
"012143";"Cadrezzate con Osmate";37;14;17;31
"012143";"Cadrezzate con Osmate";38;12;13;25
"012143";"Cadrezzate con Osmate";39;13;17;30
"012143";"Cadrezzate con Osmate";40;21;23;44
"012143";"Cadrezzate con Osmate";41;13;21;34
"012143";"Cadrezzate con Osmate";42;13;22;35
"012143";"Cadrezzate con Osmate";43;20;17;37
"012143";"Cadrezzate con Osmate";44;22;25;47
"012143";"Cadrezzate con Osmate";45;19;22;41
"012143";"Cadrezzate con Osmate";46;19;18;37
"012143";"Cadrezzate con Osmate";47;24;23;47
"012143";"Cadrezzate con Osmate";48;20;26;46
"012143";"Cadrezzate con Osmate";49;33;19;52
"012143";"Cadrezzate con Osmate";50;28;18;46
"012143";"Cadrezzate con Osmate";51;22;14;36
"012143";"Cadrezzate con Osmate";52;25;27;52
"012143";"Cadrezzate con Osmate";53;27;27;54
"012143";"Cadrezzate con Osmate";54;23;17;40
"012143";"Cadrezzate con Osmate";55;18;23;41
"012143";"Cadrezzate con Osmate";56;28;22;50
"012143";"Cadrezzate con Osmate";57;26;28;54
"012143";"Cadrezzate con Osmate";58;30;29;59
"012143";"Cadrezzate con Osmate";59;30;18;48
"012143";"Cadrezzate con Osmate";60;17;20;37
"012143";"Cadrezzate con Osmate";61;18;17;35
"012143";"Cadrezzate con Osmate";62;20;14;34
"012143";"Cadrezzate con Osmate";63;23;13;36
"012143";"Cadrezzate con Osmate";64;18;21;39
"012143";"Cadrezzate con Osmate";65;6;20;26
"012143";"Cadrezzate con Osmate";66;13;19;32
"012143";"Cadrezzate con Osmate";67;15;21;36
"012143";"Cadrezzate con Osmate";68;18;19;37
"012143";"Cadrezzate con Osmate";69;13;13;26
"012143";"Cadrezzate con Osmate";70;11;18;29
"012143";"Cadrezzate con Osmate";71;16;13;29
"012143";"Cadrezzate con Osmate";72;20;13;33
"012143";"Cadrezzate con Osmate";73;16;14;30
"012143";"Cadrezzate con Osmate";74;19;13;32
"012143";"Cadrezzate con Osmate";75;12;16;28
"012143";"Cadrezzate con Osmate";76;14;9;23
"012143";"Cadrezzate con Osmate";77;10;19;29
"012143";"Cadrezzate con Osmate";78;9;12;21
"012143";"Cadrezzate con Osmate";79;5;5;10
"012143";"Cadrezzate con Osmate";80;11;7;18
"012143";"Cadrezzate con Osmate";81;7;14;21
"012143";"Cadrezzate con Osmate";82;7;9;16
"012143";"Cadrezzate con Osmate";83;4;15;19
"012143";"Cadrezzate con Osmate";84;7;13;20
"012143";"Cadrezzate con Osmate";85;3;6;9
"012143";"Cadrezzate con Osmate";86;8;8;16
"012143";"Cadrezzate con Osmate";87;7;8;15
"012143";"Cadrezzate con Osmate";88;3;4;7
"012143";"Cadrezzate con Osmate";89;4;3;7
"012143";"Cadrezzate con Osmate";90;4;4;8
"012143";"Cadrezzate con Osmate";91;1;6;7
"012143";"Cadrezzate con Osmate";92;3;4;7
"012143";"Cadrezzate con Osmate";93;3;2;5
"012143";"Cadrezzate con Osmate";94;0;3;3
"012143";"Cadrezzate con Osmate";95;0;2;2
"012143";"Cadrezzate con Osmate";96;0;0;0
"012143";"Cadrezzate con Osmate";97;0;1;1
"012143";"Cadrezzate con Osmate";98;0;2;2
"012143";"Cadrezzate con Osmate";99;0;0;0
"012143";"Cadrezzate con Osmate";100;0;1;1
"012143";"Cadrezzate con Osmate";999;1336;1374;2710
"012029";"Cairate";0;21;24;45
"012029";"Cairate";1;22;27;49
"012029";"Cairate";2;21;27;48
"012029";"Cairate";3;32;27;59
"012029";"Cairate";4;33;34;67
"012029";"Cairate";5;29;30;59
"012029";"Cairate";6;26;27;53
"012029";"Cairate";7;29;41;70
"012029";"Cairate";8;33;44;77
"012029";"Cairate";9;38;32;70
"012029";"Cairate";10;33;35;68
"012029";"Cairate";11;27;35;62
"012029";"Cairate";12;45;33;78
"012029";"Cairate";13;34;32;66
"012029";"Cairate";14;36;39;75
"012029";"Cairate";15;46;42;88
"012029";"Cairate";16;44;40;84
"012029";"Cairate";17;36;39;75
"012029";"Cairate";18;45;39;84
"012029";"Cairate";19;42;40;82
"012029";"Cairate";20;46;32;78
"012029";"Cairate";21;44;33;77
"012029";"Cairate";22;36;30;66
"012029";"Cairate";23;36;50;86
"012029";"Cairate";24;41;39;80
"012029";"Cairate";25;37;45;82
"012029";"Cairate";26;48;32;80
"012029";"Cairate";27;43;38;81
"012029";"Cairate";28;49;33;82
"012029";"Cairate";29;37;40;77
"012029";"Cairate";30;27;35;62
"012029";"Cairate";31;46;47;93
"012029";"Cairate";32;37;44;81
